Session Id;Gender;Age;Registered user
4f8dec05-a359-42e4-8888-86666d46787e;F;31-50;0
b1c2ab2c-db68-421f-8c9e-74d01bb3680d;M;18-30;0
7c016c2c-1f7a-4ba5-8785-373b77e4064e;F;51+;1
bd47d3d1-b029-49cb-9bf6-58358dcabeaa;M;18-30;1
c6acb9da-6b9d-4c10-a0d7-72cc37191e97;F;31-50;0
7d0765c9-00dd-49b1-bca0-bec44a3b9250;F;31-50;1
43979ba4-ef40-453b-9352-bda029192444;F;18-30;0
edf70765-1571-4fac-8a5a-2561b382ba53;F;31-50;0
ace7b4fb-837e-4d0d-be8f-c89a2fb08757;F;51+;1
1bfb68e8-0c21-468a-afde-a096e3cb2f15;M;31-50;0
0177bd9c-dbe9-41b0-8a1b-e6db297a519d;M;51+;1
31579503-e126-46ef-b764-a61852efb567;M;18-30;1
73783b2d-9d29-45c5-96f1-4fbb041ad328;F;31-50;0
9dc27e5c-f883-4006-ba77-7ba038ca8362;M;18-30;0
7982222d-c7e2-4ac4-855b-d0e2fc93b07b;F;18-30;0
6171ea89-f65e-4e84-95e8-ab223c7a0785;M;18-30;0
d825c148-059b-4260-999a-b431bd59c11a;M;51+;0
90606646-f487-414b-8ec4-1629d48316fb;M;18-30;0
61731e08-00b3-43d2-a1c9-87c3b69e12d5;F;18-30;1
4484629a-5dee-48f2-9d9d-b293b321aca6;F;18-30;0
7a5c03d4-f695-44b4-a5e5-a6f440d8477c;M;51+;0
0cd9984b-2128-4264-8fbb-e1ba987185dc;M;51+;0
2fc07930-c1c7-4fb2-95da-7327e337fbf2;M;18-30;0
cb336f8c-a4aa-4640-8058-7db52d2874eb;F;31-50;0
e54f49d4-dd81-4df2-920d-a25bf7ecd2b2;M;31-50;0
b5897ea1-56e0-488c-b998-a34fc6a926d1;F;31-50;0
59b66f7e-a76d-4c96-bfdc-675c04a863b6;F;31-50;1
fbda7afc-4e90-49a3-95e4-c64eda00c87f;F;18-30;1
2b3a1b46-a7e7-4080-b090-1380c8ecb27c;M;51+;0
9d53c7ee-d4b1-4af8-934f-0ac9ca9abbbc;F;31-50;1
1c3b1e7c-ce90-48a8-b4a4-bd0dddee1168;F;31-50;1
6d1cc240-8353-4679-8672-52a1b0330760;F;51+;1
1947502b-bed8-4000-b3d8-b244ae1207ba;M;18-30;1
fa4c4ed2-1219-4a51-8c6b-eb6a0a0b80f4;F;51+;0
0899e7ee-79a2-4fea-b4ce-835fc8f80b31;F;31-50;1
d51e9e61-3eb2-4607-9b44-a495246a0791;F;51+;1
96dd9043-992f-49ee-b805-4356d788ac3c;M;51+;1
c65c317b-af76-4a44-9cb4-7c8b4a0b6b03;M;18-30;1
a3695a43-73db-4c2f-8bd6-89c0f00515bc;M;18-30;0
4b2a89ea-5762-4bd9-a19f-c11c6c18c9be;M;18-30;1
8ce3ffd8-59e5-47ba-9edb-709c9f681f03;M;31-50;1
2e7720e9-c021-449b-ab36-0d872c463d1f;M;18-30;0
bc2923dc-27d7-4b9d-b66c-1a96b2fecfdf;F;31-50;0
48bce56e-f4c7-410c-b2aa-4da0d904d5d9;F;18-30;0
1c88c05a-70e5-4e47-8734-ecfcafcfc414;M;51+;1
2a504dcf-2669-4c8a-a170-92a183576e97;F;51+;1
75216c56-e389-4138-a315-b6d65715a874;F;31-50;1
50a984ee-896d-4660-96e0-804269f65501;F;51+;1
ca1d6f9e-e78c-4dea-9b41-18d2fb4cff54;M;31-50;1
b2f01b4a-4b83-45b2-9a00-b5dbaba01241;M;18-30;1
f47129c5-0c80-41fe-90c4-20ce5ef2fc8d;F;18-30;1
2590458b-97dc-4cfb-8938-ffa5df1644f7;F;18-30;1
a24c82d7-d655-4852-998d-3a4119b13116;M;31-50;0
bc51c238-87ae-473f-b8f9-36eca6a73dbf;F;51+;0
d0b18892-111c-4531-966a-31c16bcc3c03;F;51+;0
da43e120-9172-4ecb-9cc2-6351c668d493;M;31-50;0
f52f9f5b-2e8b-436a-8ebd-9a5cf2bcdc66;M;51+;0
676df347-a942-43ad-8bb4-bc2aca078f03;F;18-30;0
0dd7457a-0000-4526-a823-8cb2ae3a95b2;M;51+;1
d8cbbe39-988b-4999-b578-855b1d42cc2f;M;18-30;0
e672ac76-ee59-4e0b-8850-e1dc993da16b;M;18-30;0
2d2076a3-1c06-46b5-b306-a409ac8e55d9;M;31-50;0
4a715d36-f1ac-47a7-bb5c-a696708bdb8b;M;31-50;1
27ba0387-9857-46ce-8ffe-49d974bfd1d9;F;51+;0
f013a072-953f-4458-a525-f9e0a3eeb95c;M;18-30;1
3e3dfea1-c701-44b4-89cb-1b0ece18e774;F;31-50;1
d354c3f3-0fa3-44ab-aeb9-55884908a2ad;M;51+;1
6c461873-f7b4-4bc3-9a89-b315c2909e7f;M;51+;1
1c93b08a-6457-462e-aedc-0b88db55ad03;F;31-50;1
7d53d183-1e0c-4a18-b18e-4c0b52380b8b;F;18-30;1
01f35441-fa6a-4bd9-8460-3629db0509ff;F;51+;0
da6bba23-8722-445e-a440-2449c85c81e9;M;18-30;1
cc105882-9b3a-40f7-98d0-d40355bba591;M;18-30;0
0a23c88f-e937-4e0a-9302-69403d254ed0;M;51+;0
bd4e044c-4c1e-464c-a84d-276a4cd56804;F;31-50;0
07e57fc5-e518-49fb-a50e-4d29b5496468;M;18-30;1
c33dd856-130c-4139-8193-c6dbb9c9cebd;F;51+;1
ea3e60af-60ce-4bbb-a488-8deb760bdf55;M;18-30;1
5832f956-7022-4bbc-a853-43b2bca70fac;M;31-50;1
cc9ad4af-4e94-41d9-9711-e31c89d9072e;F;51+;0
d358b528-5415-46a0-ac07-1c04d40e90fb;F;18-30;1
24c52aef-6641-423e-948c-8180d0595ccd;M;18-30;0
0c0008aa-0575-4517-b847-87e7c1fe682c;M;31-50;0
4f7b5270-471a-41e3-80dd-34fb1d918e6c;F;31-50;0
32498e01-0a6c-424d-a657-8c40ce6759e5;F;31-50;0
9c0954ed-26a9-41c2-b1dd-3f644393c53a;F;31-50;0
9688d0b1-1c78-4a7b-b81a-eb8af66d50bf;F;51+;0
38a68e2d-3fdb-41ef-8503-282effb21320;M;18-30;1
6fcd5ab9-1df6-450f-a2a7-d84cdaf720ff;M;31-50;0
11925a3d-bc5b-4c35-b207-d373195b9bab;F;18-30;1
8dd1cd67-4b0a-40f1-b1da-9408207282be;M;31-50;0
f4800148-6f7d-48f7-b8ad-64d693a8cc1e;F;51+;0
28ef7d08-5bf3-419d-8864-d36b869e23c2;F;51+;0
d6a66e84-7812-41d5-9ea6-9e056970e8db;M;31-50;0
c0eeaa6b-d375-424f-ac30-0db5718bc512;F;31-50;1
b5316078-291e-47af-ae2f-ca8899dae36c;F;51+;1
b57cd0bc-c759-45bb-b790-1ae40945358d;F;31-50;0
81acc1ad-0001-4e6a-b7e8-b22b7bd58a0c;M;51+;1
84e67def-1362-4f13-bf60-2a008527be3a;M;31-50;1
e070fb61-eed5-4849-a75c-416e358c1c20;F;18-30;0
ced2db33-a6a8-4eca-8750-c86b9d8fa67a;F;31-50;1
54586c83-13dd-4493-be66-80a63eefd8d8;F;31-50;1
da2574a3-d1ab-41cf-a48b-5baafa54467a;F;31-50;1
43de9233-61ea-4f23-b4ed-171619435db7;M;18-30;1
00ea97c2-b910-47c7-9a40-ebb6a3aae2ab;F;18-30;0
58907935-9bea-4c79-9ab3-dac3933a41a5;F;51+;0
7593832b-54a5-4288-8911-ad9fdb74c29b;M;31-50;1
306d52cf-95bb-4bcf-896d-828ee72ce921;M;18-30;1
d480f404-25bd-41bd-bf16-ead638dfe749;F;51+;1
e1777b4f-4616-44af-93af-c0ff2ea21e2d;M;51+;1
f68ed9f7-768d-45ac-9fad-318bcb7085c4;M;18-30;0
cd7ed04a-3f27-498a-9f27-bdf9258b9f6f;F;18-30;0
6eec937a-61b4-4c29-b88f-2cb7ef596789;M;51+;1
51a0f696-1b4b-4509-8716-d5f18386addd;F;18-30;0
811b9141-5c43-4851-bf87-7b029cf55978;M;31-50;0
b63c81c5-1382-44f8-be26-ef510ec1cc5b;M;31-50;1
1874b576-1625-430b-bd6f-6fcce071cf08;M;31-50;1
6fa0b792-30d9-4acc-8ddc-c3b50219b199;F;51+;0
8502734e-d3f2-4350-8f52-6eaa5572d2b6;M;31-50;0
758a854a-9787-48be-b024-c8ea88133b7c;F;18-30;0
b9bc9a18-e2c4-45c9-8878-657f7750ee68;F;18-30;1
41fa732b-b3bc-4dbd-9508-ac94551e35d4;M;18-30;1
64bfbf15-18d7-4647-aec9-587d3b771190;M;51+;0
1af645d7-91e1-46c8-80e5-83ac706f7a9f;M;31-50;1
78aae2a4-bc98-4b89-ba4d-b336f07d1dae;F;31-50;1
ed74cb59-c124-4891-8621-af13de9dcd5f;M;51+;0
6a842d93-8541-4332-9053-17963091bdb7;F;31-50;1
ff8908f4-e074-4c63-a1c7-f18e5d8c7571;M;18-30;1
5b2aeb4d-ad1c-45ea-88cd-3fdf43542ed4;F;51+;1
dacb5691-5efb-4798-842e-af41fa587ec3;F;18-30;0
1d57ade5-5bdc-4876-a0a6-0a6713fc1758;F;51+;0
a6300b18-f85d-44ea-a567-a4fa4a9d4704;F;51+;0
37be628d-8b50-4142-af55-5f785f969c03;M;31-50;1
1d5fe134-8abf-4326-ba5b-4ac920fd2304;F;31-50;0
c2ccbce5-6d61-4a5a-92d8-cc5b0298327e;M;51+;1
c049a75f-6bc0-40df-95e9-c688c124931a;M;31-50;1
e0246ef5-164d-4900-8865-582e7924c045;F;31-50;1
51d6a23c-3ead-4fc0-bc31-912501ec9f1f;F;31-50;1
419c3721-1a75-4e08-9215-5d08e34b0655;M;18-30;1
156c2b96-40c4-4017-907d-5c2184f3906f;F;31-50;0
a9f70496-fbe4-44bb-9ec0-e10b4521a65d;M;18-30;1
48255ca5-3316-4748-93b3-d11d758f98b2;M;18-30;0
d3e0d5f5-8b9a-4fdf-95e7-f614fc541b25;M;18-30;0
e171ef05-5d6f-49d1-87dd-0c740144fa75;F;31-50;0
6edaf44c-5272-43d3-9a58-e26ee0548034;M;51+;1
080b9edd-24c3-4795-9e00-820c76744f6e;F;51+;1
5ddabee5-cc06-4508-a163-9b56bdd00099;F;18-30;0
88db3d74-c894-4589-8fca-7ef67eb1f875;F;31-50;1
c554e4ef-e7a2-4179-a751-39ec0113b839;M;18-30;0
927f168a-6e61-4935-8b5e-52eb043c47eb;F;31-50;0
5ec638da-14cc-440e-8613-a8bfb4f387c1;M;51+;0
e69cf74e-31e2-4623-a12b-bba2d15416cd;F;51+;1
888c32b4-2fee-46b7-9c26-1176c7bb0f8f;M;18-30;0
3079aa98-79fe-49b0-8dd5-52f814386275;M;31-50;1
2575b235-e179-4624-96fd-0ea7f8bf3b32;F;18-30;0
2f96aeb2-1a4a-4505-9a4d-32a78029e37b;M;51+;0
54bd7e42-48d3-4c60-ae97-483001ef6b35;M;31-50;0
1e0b2307-2cb6-4173-b1a7-5e12f8539c1b;F;18-30;1
161fe32f-f786-4752-b523-2df0c3866e0e;M;31-50;1
e4f24e0b-4754-4c15-a101-3c4d04e915b8;M;51+;1
cb100f2c-1714-42c9-9775-85593c4c9cbf;M;31-50;0
65a753f0-3e32-45b6-81a8-a20c82faac40;F;51+;1
811c1ac4-380e-4294-a878-d43ac236b6cb;F;18-30;1
e2b7ac7a-fe09-4b71-9fc3-e824af13ab07;M;18-30;0
1c0678dd-867b-44a8-918a-0ec1723005b2;F;18-30;0
04285b8a-7978-4650-9d0a-a3569c75903f;F;31-50;1
3ed509e4-83da-4074-b572-136b18915a1a;M;18-30;1
533dbd02-b437-4ca3-a09f-ecbb69a8f6ae;M;31-50;0
410d1c86-8994-447a-b969-e4d6d48d4879;M;51+;1
d9303fff-b9ac-407e-bec3-d8d48e82b3f9;M;51+;1
756648d3-1c81-449b-bd0a-820f2580a373;M;18-30;0
cd8c2cb7-1b2d-46a4-9716-baac13d1cccb;F;51+;0
ea1a5d28-d4ca-4966-beb0-302fba320d23;F;18-30;1
b8f3a438-3389-4b74-8675-a64d34262471;F;18-30;0
e2e7099a-da49-4e41-8b5a-274f01bfa2fc;M;18-30;1
1e644d98-5fbd-4cfb-b7d8-f0332f981e66;M;18-30;1
6cee852d-3bcd-4160-ba9e-89fc27a233b9;F;18-30;0
2aa7fa35-758c-470f-81d2-de538e979376;F;51+;1
5d487880-7373-4154-8a36-0412360c3412;F;18-30;0
3795ad9d-d6e8-476a-afb5-8e53a0d413e2;F;31-50;0
dc3b05f9-1ef8-4277-b011-14b07b8f6a31;M;18-30;1
49694b41-ef0d-4e79-893f-acb17c350d63;M;51+;1
1ac99996-076d-4452-a295-9597683f5d3e;F;18-30;0
eac736fd-7b18-471f-b828-4c3dd8360f65;F;31-50;0
7ccd6a13-169b-49d9-b890-ba61c78609e1;M;18-30;1
899c691d-91a0-469a-9ba2-f1f39cf5d96f;M;51+;0
413ac5eb-ff2e-41fb-81fb-ee8745121ebb;M;31-50;0
71c6ae57-9fac-4bf3-b145-7c891aec178e;F;18-30;1
f1a69629-5f69-40f9-a46f-28e92ac6ec60;M;31-50;0
e831b53d-0378-4837-abdc-ae6aa4ae94e0;F;18-30;0
6de5eb83-c339-462c-80c0-ca34d7f5fe29;M;18-30;1
b254a7cd-0e34-4409-aab8-e03035e900e1;F;18-30;0
6ece86c8-ed7d-4936-b2d9-0268fb83acb3;F;18-30;1
fa461f20-b441-4a94-9b72-2a89f538f8ce;F;18-30;1
d0434bc8-04d6-4684-9cea-4f3fcd229fae;M;31-50;0
59d3f719-d44d-4fd3-95bd-010f57bd8cc6;M;18-30;0
cfdfa392-9c74-4931-975e-4be5d426ee87;M;51+;1
e099409d-cc50-4222-900a-82a94c7f38f4;F;18-30;0
8e9d1cab-3246-45b9-b548-a69f88fbf893;F;18-30;1
a25b66e7-e26e-42e7-bb6a-4fa2a48b8eaa;F;18-30;0
0d31ffa6-3314-4cee-b9c2-e1f14ce037da;F;51+;1
8b1cdf6b-a54d-47b5-a908-b2442b21900e;F;31-50;0
a958a76d-1f4a-4371-a17d-bec4fc552638;M;51+;0
98832cfa-546a-4aa7-b20c-049cabe98280;F;18-30;1
10fa37d6-78d8-4336-9181-2a836de239d9;M;51+;0
c7640725-e67e-4b83-a601-7a119232a2cb;M;18-30;1
ac14dfd0-2f2c-42ff-acf8-09eb02a1c67a;F;51+;0
4084888e-4e04-40d0-9f0d-3c9d3ebe8350;M;31-50;1
169863c1-3abf-46a7-9086-1aa2f1b25661;M;18-30;0
1cd3e31b-48a0-459e-9557-e7becdf5f9f5;M;51+;0
43ffbb68-1f96-4d42-9bed-c2a3c5cdbaff;F;31-50;0
7f0a0c52-82f1-4705-9c38-a7c66f747800;F;51+;0
af4df0fc-4f86-4f0d-bc91-3347ca9ff60f;F;18-30;0
5b86f9f5-75cf-4ec2-b9af-88e653bb8316;M;18-30;0
d045d0ac-1083-4010-88fa-860a2fea6223;F;18-30;0
3b882bc2-df3d-4c32-a46e-15684f471087;M;18-30;1
d4b526bb-f336-4b8d-81e9-a43d351959e3;M;51+;1
eb9d6c69-2e26-440d-a5be-9f9466e973f3;M;51+;1
dc316688-f3ef-4dfa-aee2-73cb7d4e88e5;M;51+;0
29d15da3-b9be-4c47-ba4b-ac5c629e9d0c;M;31-50;1
3b23a8e3-0f91-4d8e-b4ae-49fa2cc55e8e;M;51+;1
1338ea81-78f5-410c-b9c3-3138ba5fa59b;M;31-50;0
3cf03f16-2dca-46ec-b6b5-3cb424fe81a2;F;18-30;1
114ff478-2a87-478a-8455-f1e8dc3d91ed;M;51+;1
4296c8fa-2689-4b96-9df4-cf0f3d92dd01;M;51+;1
1a334d75-c6ac-4d90-b186-e3f7cbbd2461;M;18-30;0
0ac82c8e-12b2-44ed-92ac-02ae3bf6bcd2;F;18-30;1
db5de824-1219-42c2-9a2f-82e615bb304e;F;18-30;1
d0eb8d75-8b0c-450c-988c-ed8489e08866;F;51+;1
549939c4-2d89-48cc-914a-26a7ea30f1eb;M;31-50;0
7e6fe962-05aa-47c2-a7ff-1b4fece8cd94;F;31-50;0
c0524796-5fdd-4fde-8d18-8f4b75563a27;M;18-30;0
357b8855-0ccb-4431-b46a-1928ca16a3d2;M;31-50;0
134e6eae-f3c6-4250-96d0-17daffd0af24;M;51+;1
7a048939-84d7-4174-8d5a-90975e0d1ccc;M;18-30;0
f6063ffc-0a98-4f0f-8480-e786a54ff0d3;F;31-50;1
337063a0-57fa-4810-8635-dfaf9dff95bc;F;51+;0
dd2068b5-21af-44fb-a125-6f34409b7c3f;M;18-30;1
218b2c34-5cfa-4a0f-a7b6-3bb9d946a024;M;51+;1
c175ac10-2c56-4e32-b182-5e532a5d1ffc;F;18-30;1
8888ec33-d147-4783-ae6c-3f1aa988d681;F;51+;0
301ab387-fe6f-4d21-949f-ee9ecdb6fd44;M;51+;1
388b8517-0bfb-4fe8-8b38-3f566cb9eecd;F;31-50;1
cc12658f-0435-487d-b9fe-cff8237ba691;M;31-50;0
860fd966-e2ee-4d1c-acf2-05331d1b8340;F;51+;1
cb199c36-6c98-4ba7-b063-168ab59dc2da;F;18-30;0
7b22ef4e-a6f1-4dcc-885d-7befbee14a0c;M;18-30;0
8e785cf1-a511-49a6-a975-dc0a9b45844f;F;51+;0
310302ea-974f-49d6-93f6-84c0ddce4694;F;31-50;1
9734c4f0-af5c-485b-b48f-98416ca715dd;F;31-50;0
c9531ad9-9531-442e-bbe4-c3aec186babb;F;31-50;1
459c8506-c676-4348-8086-75d0f9ca1ee2;F;31-50;1
27e3e6a5-526c-4faf-a846-35d1f18232e2;F;18-30;0
b95d4e25-e149-41dc-a059-fef76065c300;F;31-50;1
a8da6da9-5fed-493c-8a9d-fc3906105b52;F;18-30;1
070c6430-d289-4a4a-a486-8d4e853fe1cb;M;18-30;1
6cf4bf4c-91d5-47cf-8fac-5cf2b655d76c;F;51+;0
b67af5c6-dfd2-440f-a0d4-d6fe9fd5b3ea;F;18-30;0
8d1e2aca-cd88-41ce-b1dd-e6ece3d9a7bf;F;18-30;0
925352d9-fc2f-4867-a50e-7017bd91c44f;M;51+;1
5d047f70-83be-42d8-b8ea-f42f6f556ab9;F;18-30;1
ad77f4ae-ac3a-43dd-9a93-9ba15f431ee9;F;31-50;0
a4125ebc-8463-45e6-bbba-c668a788e5e9;F;51+;0
b57b50f9-76ea-4079-92cd-25a47526aaee;F;51+;1
a728e16d-b2a5-409a-9251-754725d0f23a;M;18-30;0
80a779c1-3924-4d90-8a6d-cf560dff8661;M;51+;0
076c647a-b10f-4d13-8856-e622ca1385a0;F;51+;0
ab15534f-24c2-40a7-a70c-b4f11d247e1f;M;51+;1
0d0bcfa2-cf1c-42ce-bfb9-a70ce79b05a8;F;51+;1
c0cafe2b-b5d7-4207-9d17-3291540062df;F;18-30;0
c6a57505-ca33-4044-a72e-643e4832b4e1;M;18-30;1
fd55faaf-df59-452e-8f8c-5384aa6370ba;M;18-30;0
277a853e-a9d0-4931-93aa-60700e2bbcfd;F;18-30;1
8e2e6a29-88a8-4bfe-acb1-a736e92790d2;M;51+;0
8eafe58c-adcc-4cff-83d4-1712a1b2fca6;F;18-30;1
217cf92e-7bfa-4e08-9a6b-c8631f10c50a;F;18-30;0
5ae661e2-4e91-45ad-bf2f-760fe2aa0158;M;31-50;1
0eb3975e-fa1e-4b4b-a862-a4e20932c671;M;18-30;0
e6ad0b16-3fca-4ba9-b960-d4546354de07;F;18-30;0
2c91b209-8955-457f-9647-2308b069ab74;F;51+;1
9b9bbfcc-27d4-4f77-9197-eb16327a2d02;F;51+;0
0640d86a-d48c-4bae-a5b5-97636afbacc3;M;31-50;0
7aa04e1d-76b5-4f5e-bceb-e042d19d5007;M;51+;1
f84f9101-8c48-410b-96f9-4a13b959bace;F;18-30;0
fd459f83-b3b9-4bcf-82ce-20003bd08f9a;M;51+;0
4600b64e-bae4-4f7e-a001-11cd126ae749;F;18-30;0
14c2aa4d-cef8-40b1-b4b0-b954d0ff5924;M;51+;1
75b120bc-8040-412c-af8f-a19845bb36c2;M;31-50;0
6f0642ce-c0e4-472e-8037-1c741d472092;F;51+;1
32c7387c-60a3-4fbc-a881-fa28c1e5d3e4;F;51+;0
bbd8e414-b17b-440e-86ed-42fa7451013b;M;31-50;0
09ee5dd2-b4ed-4b9b-999d-264113940214;M;18-30;1
89c80d6d-72d9-4606-b3b2-70f3b290f539;M;18-30;0
fb99a11f-474b-48ce-a936-c210d21ec000;M;31-50;1
6aad2269-1fa6-4ebb-b0ea-8dbff4fbcfdf;F;18-30;0
09ca97da-bc57-404c-8253-e167daac6fe7;M;31-50;0
b27304f9-b54a-4c43-968a-ed7635ac1261;M;31-50;0
965f56bf-2781-47aa-a603-7fa621cf8ef6;M;18-30;0
1b6ac35b-01a5-4abb-86b3-3e2e1f36e7e2;M;51+;1
8daec7fb-3731-4cda-b81a-7a334d30e3d6;M;18-30;1
2e6914ef-f34f-47e9-8e3f-50a689d701d0;M;18-30;1
87236086-1640-4d88-8c4a-de77d78baefe;F;18-30;0
b265bb6e-bf85-4596-8920-66e072525489;M;51+;0
fcec3585-ffa6-45af-8dee-a8a8fec656e5;F;18-30;0
06c6095a-d8f9-4589-a8f5-5b310da32c09;M;18-30;0
f91716fc-c397-4858-a903-b6a87585b33b;F;51+;1
4b2f1e47-539a-4a4f-a008-812026c4413e;M;51+;1
be9aa748-fe95-4b60-b2af-bfba1e5a0b6a;F;31-50;1
e717af34-b7fd-4622-809a-0735bf3f0c28;F;31-50;1
11eff987-a7e7-4394-884d-a4b06599519a;M;51+;1
f3214386-594b-408a-9574-061701079c9c;F;51+;1
ca378c75-9690-43da-91ba-9029475291a0;F;18-30;0
6deeffa6-aa60-4371-b504-7493242b865b;M;18-30;0
dd6cc4ec-97d8-45c6-9131-44874b47200e;M;51+;1
71d227e1-b6da-4397-a408-1fb4eb5a5f19;F;31-50;1
3d03e361-c205-4d74-9f82-a3f12bcda203;F;18-30;0
0345cc72-11c7-41c9-b613-20cb93496e03;F;18-30;0
82cd31d1-daac-4d82-8d44-950f299adefa;M;51+;0
4d3c5c20-2387-40a7-b911-af45a6f6bcff;M;18-30;0
c5f652e7-f905-41af-9909-11148961bd5b;F;18-30;0
a01db503-e651-476b-9ec1-10d0be06d865;M;51+;1
aa490eda-2ab8-4297-b9da-9c9f36a0f61c;F;31-50;0
61a99431-9d2a-442d-956b-6354b8489297;F;31-50;0
64931151-3318-41da-8724-3c75216d0564;F;51+;1
adfcbf2e-10ff-4fc2-a6cb-30c44d22988b;M;51+;0
a68fa9f3-f008-4099-a474-5519c80e009e;M;18-30;1
c8ad76bd-296d-451d-bda4-dac92787a888;F;51+;0
3126ddfb-e680-445e-b853-ca6e21451c89;F;51+;0
560b9df9-ac50-4a59-98ad-2354eb0a17a9;M;51+;0
2dc59dd7-458c-47ff-a9f0-47b4d021b120;M;51+;0
7909ddfc-1423-4c0f-8bd5-9e9346af2cf1;F;51+;0
7943c2fe-860c-4dfb-a60d-81c570276e4f;M;51+;1
1b4fac7b-8ff2-414d-8431-a79baa8a57a6;M;31-50;0
443f77f1-0ba3-4458-8df2-9db138665fe1;M;51+;0
8344b5e4-e547-4c72-9ad8-d79f374ccbc2;M;18-30;1
6739e318-9c88-4edd-bd2a-bc6398f80858;M;31-50;0
7ff6f7b5-cf48-45f0-8a82-a933ab4918df;M;31-50;0
d02e8415-86ec-43fe-b8bb-5e29b3e3c265;F;31-50;0
dccd1a1e-1aa8-4e7a-8440-a4213135b703;F;18-30;1
11c1f792-a19b-4a33-a20d-6337f00541be;M;31-50;0
9219841d-4605-4f8d-a5b2-83aa5d08b6d6;M;18-30;1
57f9a947-e545-4129-bb67-8c1adf889bff;F;18-30;0
af09c4fc-4745-4f33-abf0-ec6af17aa761;F;31-50;0
